Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
a5.LocalChecks,local:checks,LocalChecks,local:checks,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setBufferTracedMessages,set:buffer:traced:messages
a5.LocalChecks,local:checks,LocalChecks,local:checks,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setMaxPrintedTraces,set:max:printed:traces
a5.LocalChecks,local:checks,LocalChecks,local:checks,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setMaxTraces,set:max:traces
a5.LocalChecks,local:checks,LocalChecks,local:checks,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,grader.basics.execution.BasicProjectExecution,basic:project:execution,grader.basics.execution.BasicProjectExecution,basic:project:execution,setProcessTimeOut,set:process:time:out
a5.LocalChecks,local:checks,LocalChecks,local:checks,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,gradingTools.comp524f21.assignment6.F21Assignment6Suite,assignment:suite,gradingTools.comp524f21.assignment6.F21Assignment6Suite,assignment:suite,main,main
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.IntegerAtom,integer:atom,main.lisp.parser.terms.IntegerAtom,integer:atom,getValue,get:value
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.IntegerAtom,integer:atom,main.lisp.parser.terms.IntegerAtom,integer:atom,getValue,get:value
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.DecimalAtom,decimal:atom,main.lisp.parser.terms.DecimalAtom,decimal:atom,getValue,get:value
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.DecimalAtom,decimal:atom,main.lisp.parser.terms.DecimalAtom,decimal:atom,getValue,get:value
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
relational.LessThanEvaluator,less:than,@LTEvaluator,lt,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.ExpressionFactory,expression:factory,main.lisp.parser.terms.ExpressionFactory,expression:factory,newInstance,new:instance
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,newChild,new:child
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,evaluateLambda,evaluate:lambda
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,evaluateLambda,evaluate:lambda
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,getLambda,get:lambda
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,newChild,new:child
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,getEnvironment,get:environment
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,getEnvironment,get:environment
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.IdentifierAtom,identifier:atom,main.lisp.parser.terms.IdentifierAtom,identifier:atom,lookup,none
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,java.util.Optional,optional,java.util.Optional,optional,isEmpty,is:empty
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,java.util.Optional,optional,java.util.Optional,optional,get,get
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,newChild,new:child
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,evaluateLambda,evaluate:lambda
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,java.util.Optional,optional,java.util.Optional,optional,get,get
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,java.util.Optional,optional,java.util.Optional,optional,isEmpty,is:empty
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,java.util.Optional,optional,java.util.Optional,optional,get,get
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,evaluateLambda,evaluate:lambda
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,getLambda,get:lambda
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,java.util.Optional,optional,java.util.Optional,optional,get,get
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,newChild,new:child
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,getEnvironment,get:environment
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,java.util.Optional,optional,java.util.Optional,optional,get,get
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,getEnvironment,get:environment
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,java.util.Optional,optional,java.util.Optional,optional,get,get
functional.FuncallEvaluator,none,FuncallEvaluator,none,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:OperationRegisterer:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
